Name,DataType,Address,Comment [en-GB],Acquisition mode,Acquisition cycle
DB SCADA DATA.BIT_DATA.SOOTBLOWERS.CP8_2SW08,Bool,%DB45.DBX11.7,CP8 BOILER SOOTBLOWER 2 EXTENDED PROXIMITY SWITCH,Cyclic in operation,1 s
DB MISCELLANEOUS.BITS.BOILER.ONE_FEED_PUMP_RNG,Bool,%DB1.DBX22.0,CP7 AT LEAST ONE BOILER FEED PUMP IS RUNNING (SCADA),Cyclic in operation,1 s
DB PROCESS VALUES.ANALOGUE.INSTRUMENTS.CP13R4_U112_DP,Real,%DB42.DBD104,CP13 RACK 4 FILTER 1 DIFFERENTIAL PRESSURE (4..20mA = -10 to +100mBar),Cyclic in operation,1 s
IDB CP13 BS AGITATOR DP.Load,Real,%DB552.DBD4,Motor Load in Percentage (%),Cyclic in operation,1 s
DB SYSTEM CONTROL.GENERAL.EQUIP_STATUS.RC_TEMP_BEL_SHUT_TEMP,Bool,%DB30.DBX13.1,RESIDENCE CHAMBER TEMPERATURE IS BELOW SHUTDOWN TEMPERATURE,Cyclic in operation,1 s
DB SETPOINTS.PID.SECOND_FAN.CYCLE_TIME,Int,%DB40.DBW1406,SAMPLE TIME (CYCLE),Cyclic in operation,1 s
DB MV TURB POWER METER.M6_PAC3200.PFtot,Real,%DB202.DBD100,TOTAL POWER FACTOR,Cyclic in operation,1 s
DB SCADA DATA.BIT_DATA.FEED_LINE.CP18_1LS02,Bool,%DB45.DBX6.4,CP18 STOKER LEVEL SENSOR 1,Cyclic in operation,1 s
DB CP12 TURBINE.BLOCK1.GEARBOX_VIB,DInt,%DB400.DBD60,VIBRATION MONITORING AT GEARBOX mm/s (x100),Cyclic in operation,1 s
IDB CP3 DISTRIB SCREW.Rem_Cmds.Direction,Bool,%DB110.DBX18.4,0 = Forward / 1 = Reverse,Cyclic in operation,1 s
DB ALARM SETPOINTS.CP13R4_3LO01.HYST,Real,%DB41.DBD912,ALARM HISTERESYS,Cyclic in operation,1 s
DB SETPOINTS.PID.SECOND_FAN.OP_MAX,Real,%DB40.DBD1418,OUTPUT MAX VALUE (LMN_HLM),Cyclic in operation,1 s
DB SAFETY.RECV.SYSTEM_ESR_OK,Bool,%DB44.DBX0.3,Main System Emergency Stop Healthy (1=healthy),Cyclic in operation,1 s
8MTR03_Popup,Bool,<No Value>,<No Value>,Cyclic in operation,1 s
DB SEND/RECV COOLER 2.SEND.ALARM_SETPOINTS.CIRC_WATER_TEMP_HIHI,Real,%DB162.DBD182,CIRCULATION WATER OUTLET TEMPERATURE HIGH HIGH ALARM,Cyclic in operation,1 s
DB MISCELLANEOUS.INTEGERS.BURNER.GRT_1_STATUS,Int,%DB1.DBW146,CP3 GRATE 1 SOLENOIDS STATUS (SCADA DISPLAY),Cyclic in operation,1 s
DB SYSTEM CONTROL.GENERAL.MAIN_CTRL.OP_MODE_1_SEL,Bool,%DB30.DBX0.5,OP MODE 1 (AUTO OFF) REQUEST (FROM SCADA),Cyclic in operation,1 s
DB SCADA DATA.BIT_DATA.FILTER.CP13R4_S238,Bool,%DB45.DBX22.5,CP13 RACK 4 FILTER 2 HOPPER LEVEL PROBE,Cyclic in operation,1 s
DB LV GRID POWER METER.M4_PAC3200.V2_N,Real,%DB200.DBD4,VOLTS PHASE 2 TO NEUTRAL (VOLTS),Cyclic in operation,1 s
DB SYSTEM CONTROL.GENERAL.MAIN_CTRL.WOOD_FEED_START,Bool,%DB30.DBX1.5,START WOOD FEED (FROM SCADA),Cyclic in operation,1 s
DB SETPOINTS.PID.BOILER_FEED_WATER_VLV.OP_OFFSET,Real,%DB40.DBD1246,OUTPUT OFFSET (LMN_OFF),Cyclic in operation,1 s
CP7 8PU03 SELECTED,Bool,%M152.1,CP7 MAIN PLANT WATER PUMP DUTY SELECTED,Cyclic in operation,1 s
IDB CP13 PAC AGITATOR.Rem_Cmds.RunFwd,Bool,%DB143.DBX18.1,0 = Stop / 1 = Run Forward,Cyclic in operation,1 s
DB ALARMS.ANALOGUE.OPN_SHT.WORD4.CP17_4TT01,Bool,%DB11.DBX15.3,CP17 DEAERATOR WATER TEMPERATURE PROBE (4-20mA = xx ºC),Cyclic in operation,1 s
DB ALARMS TO SCADA.PROCESS.WORD3,Int,%DB12.DBW108,PROCESS ALARMS - WORD 3,Continuous,1 s
DB SAFETY.RECV.OS13b_ESPB_OK,Bool,%DB44.DBX2.7,FILTER OPERATOR PENDANT OS13b EM STOP P/BUTTON HEALTHY (1=HEALTHY),Cyclic in operation,1 s
DB SETPOINTS.PID.HI_PRESS_CTRL_STEAM.OP_MAX,Real,%DB40.DBD1556,OUTPUT MAX VALUE (LMN_HLM),Cyclic in operation,1 s
DB MISCELLANEOUS.BITS.BURNER.PRIM_DAMPER_MD,Bool,%DB1.DBX38.0,CP13 PRIMARY AIR DAMPER MANUAL MODE SELECT (SCADA),Cyclic in operation,1 s
DB SETPOINTS.SETPOINT.WOOD_FEED.STK_2_PID_FLOW_2,Real,%DB40.DBD180,STOKER PID AIR FLOW POINT 2,Cyclic in operation,1 s
DB MISCELLANEOUS.BITS.BOILER.DEAERATOR_OVERFL_VLV_MD,Bool,%DB1.DBX23.2,CP17 DEAERATOR OVERFLOW VALVE MANUAL MODE SELECT (SCADA),Cyclic in operation,1 s
DB SETPOINTS.TIMERS.SOOTBLOWERS.SHEAT_1_NB_2,Int,%DB40.DBW1026,SUPERHEATER SOOTBLOWER 1 NUMBER 2,Cyclic in operation,1 s
STOP FILTER PLANT,Timer,%T104,BAG FILTER PLANT AND PULSE CONTROLLERS STOP DELAY TIMER,Cyclic in operation,1 s
DB LV GEN POWER METER.KVAr1,Real,%DB201.DBD140,REACTIVE POWER PHASE 1 (KVAr),Cyclic in operation,1 s
CP7 8PU03/04 SELECT,Bool,%M152.0,CP7 PLANT WATER PUMP DUTY REQUEST (SCADA) (0=MAIN. 1=STANDBY),Cyclic in operation,1 s
DB SYSTEM CONTROL.FILTER.STOP.TIMERS.PAC_DOSING,S5Time,%DB30.DBW184,P.A.C. DOSING SYSTEM,Cyclic in operation,1 s
TRIPS OK,Bool,%M30.2,SYSTEM TRIPS HEALTHY,Cyclic in operation,1 s
IDB CP2 HYD PUMP HTR DP.Status,Int,%DB520.DBW2,Motor Status,Cyclic in operation,1 s
DB SETPOINTS.SETPOINT.SECOND_AIR_FAN.O2_PID_O2_SP_2,Real,%DB40.DBD756,SECONDARY AIR FAN PID CONTROLLER O2 SETPOINT 2,Cyclic in operation,1 s
DB SETPOINTS.SETPOINT.BURNER.GRT_1_SPD_MANUAL,Real,%DB40.DBD484,GRATE MANUAL SPEED,Cyclic in operation,1 s
DB SEND/RECV COOLER 6.SEND.ALARM_SETPOINTS.CIRC_WATER_TEMP_HI,Real,%DB166.DBD186,CIRCULATION WATER OUTLET TEMPERATURE HIGH ALARM,Cyclic in operation,1 s
DB SETPOINTS.SETPOINT.SECOND_AIR_FAN.O2_PID_O2_SP_4,Real,%DB40.DBD764,SECONDARY AIR FAN PID CONTROLLER O2 SETPOINT 4,Cyclic in operation,1 s
DB ALARMS.ANALOGUE.OPN_SHT.WORD4.CP17_4CV03_POS,Bool,%DB11.DBX15.0,CP17 FEEDWATER TO DESUPERHEATER CONTROL VALVE ACTUAL POSITION (4-20mA = 0-100%),Cyclic in operation,1 s
DB PROCESS VALUES.ANALOGUE.INSTRUMENTS.CP18_1TT03,Real,%DB42.DBD296,CP18 RESIDENCE CHAMBER TEMPERATURE PROBE 2,Cyclic in operation,1 s
IDB PLC.Profibus.Nodes.Node_44,Bool,%DB2.DBX299.3,Profibus Node,Cyclic in operation,1 s
DB SETPOINTS.SETPOINT.WOOD_FEED.STK_2_PID_FAN_SPD_5,Real,%DB40.DBD152,STOKER PID AIR FAN SPEED POINT 5,Cyclic in operation,1 s
IDB CP21 SULPHUR DOS SYS.Status.StatusWord,Int,%DB124.DBW22,Motor Status Word,Cyclic in operation,1 s
MODE 3 Popup,Bool,<No Value>,<No Value>,Cyclic in operation,1 s
DB SAFETY.RECV.CP19_2PSZ02,Bool,%DB44.DBX4.6,BOILER PANEL CP19 HI STEAM DRUM PRESSURE TRIP (1=HEALTHY),Cyclic in operation,1 s
DB SETPOINTS.PID.BICARB_FEED_HCL.INTEGRAL,Int,%DB40.DBW2106,I TERM (TI),Cyclic in operation,1 s
DB SAFETY.RECV.OS2_2_ESPB_OK,Bool,%DB44.DBX2.2,PUSH FLOOR STATION OS2.2 EM STOP P/BUTTON HEALTHY (1=HEALTHY),Cyclic in operation,1 s
DB MISCELLANEOUS.BITS.SOOTBLOWERS.CP8_SOOTB_2_INSERV,Bool,%DB1.DBX21.1,CP8 SOOTBLOWER 2 IN SERVICE,Cyclic in operation,1 s
DB SYSTEM CONTROL.WOOD_FEED.STOP.BITS.LEV_SCREW_1MTR02,Bool,%DB30.DBX110.1,LEVELLING SCREW,Cyclic in operation,1 s
DB SCADA DATA.BIT_DATA.VALVES.CP8_2SW16,Bool,%DB45.DBX16.5,CP8 STEAM STOP VALVE 2CV06 CLOSED FEEDBACK,Cyclic in operation,1 s
DB ALARMS TO SCADA.REMOTE.WORD1,Int,%DB12.DBW82,REMOTE ALARMS - WORD 1,Continuous,1 s
DB LV GRID POWER METER.KVAr3,Real,%DB200.DBD148,REACTIVE POWER PHASE 3 (KVAr),Cyclic in operation,1 s
IDB PLC.Profibus.Nodes.Node_40,Bool,%DB2.DBX298.7,Profibus Node,Cyclic in operation,1 s
IDB CP3 DISTRIB SCREW.Rem_Cmds.Run,Bool,%DB110.DBX18.3,0 = Stop / 1 = Run in Selected Direction,Cyclic in operation,1 s
DB SEND/RECV COOLER 5.SEND.GENERAL.START_COOLER,Bool,%DB165.DBX70.5,<No Value>,Cyclic in operation,1 s
DB ALARMS TO SCADA.ANALOGUE.HIHI.WORD6,Int,%DB12.DBW32,HIGH HIGH ALARMS - WORD 6,Continuous,1 s
IDB FEED PUMP 1 PBUS.Status.ErrorCode,Int,%DB508.DBW46,Last Trip Code,Cyclic in operation,1 s
IDB PLC.Profibus.Nodes.Node_26,Bool,%DB2.DBX297.1,Profibus Node,Cyclic in operation,1 s
DB SYSTEM CONTROL.GENERAL.EQUIP_STATUS.ID_FAN_IS_ON,Bool,%DB30.DBX14.0,ID FAN IS RUNNING (TIMED ON),Cyclic in operation,1 s
DB SETPOINTS.PID.OIL_BURNER.OP_MAX,Real,%DB40.DBD1694,OUTPUT MAX VALUE (LMN_HLM),Cyclic in operation,1 s
DB ALARM SETPOINTS.CP17_4TT01.LOLO,Real,%DB41.DBD1900,LOW LOW ALARM SETPOINT,Cyclic in operation,1 s
DB SYSTEM CONTROL.GENERAL.MAIN_CTRL.AUTO_START,Bool,%DB30.DBX0.2,SYSTEM AUTO START REQUEST (FROM SCADA),Cyclic in operation,1 s
DB SEND/RECV COOLER 6.SEND.ALARM_SETPOINTS.CIRC_WATER_TEMP_HIHI,Real,%DB166.DBD182,CIRCULATION WATER OUTLET TEMPERATURE HIGH HIGH ALARM,Cyclic in operation,1 s
DB SETPOINTS.PID.SECOND_FAN.RAMP_EN,Bool,%DB40.DBX1434.2,RAMP ENABLED (1=ENABLED),Cyclic in operation,1 s
IDB ST HYD PUMP 2 PBUS.Send.ControlWord,Word,%DB501.DBW8,Control Word,Cyclic in operation,1 s
DB SYSTEM CONTROL.GENERAL.MODE_STATUS.EXEC_OPMODE_1_STAT,Int,%DB30.DBW34,"EXECUTIVE OVERRIDE MODE 1 STATUS (0=NOT SEL, 1=REQ, 2=REQ & ACHIEVED)",Cyclic in operation,1 s
DB PROCESS VALUES.MISCELLANEOUS.TURBINE.COND_LVL,Real,%DB42.DBD1132,TURBINE CONDENSATE WATER LEVEL,Cyclic in operation,1 s
DB SETPOINTS.TIMERS.SOOTBLOWERS.BOILER_2_NB_1,Int,%DB40.DBW1018,BOILER SOOTBLOWER 2 NUMBER 1,Cyclic in operation,1 s
DB ALARM SETPOINTS.CP17_2TT06.HIHI,Real,%DB41.DBD2048,HIGH HIGH ALARM SETPOINT,Cyclic in operation,1 s
DB SETPOINTS.TIMERS.WOOD_FEED.STK_3_TRAV_MAX_TIMEOUT,Int,%DB40.DBW890,STOKER 3 TRAVERSE MAXIMUM TIMEOUT TIME (SEC),Cyclic in operation,1 s
DB SETPOINTS.SETPOINT.BURNER.GRT_2_SPD_OFFSET,Real,%DB40.DBD528,GRATE SPEED OFFSET,Cyclic in operation,1 s
DB SETPOINTS.PID.BOILER_FEED_WATER_VLV.RAMP_RATE,Real,%DB40.DBD1218,RAMP TO SETPOINT RATE,Cyclic in operation,1 s
DB SEND/RECV COOLER 2.RECV.PROCESS_VALUES.COOL_FAN_ACT_SPD,Real,%DB162.DBD26,COOLING FANS ACTUAL SPEED,Cyclic in operation,1 s
DB MISCELLANEOUS.BITS.PUSH_FLOOR.CP2_LAD_6_INSERV,Bool,%DB1.DBX3.1,CP2 PUSH FLOOR LADDER 6 IN SERVICE,Cyclic in operation,1 s
IDB CP13 BS FEED SCREW.Rem_Cmds.RemoteCtrl,Bool,%DB140.DBX18.0,0 = Local Control / 1 = Remote Control,Cyclic in operation,1 s
DB SAFETY.RECV.E13c_K454_ON,Bool,%DB44.DBX5.6,SECONDARY AIR FAN MOTOR 3MTR11 ISOLATION CONTACTOR (0=ISOLATED),Cyclic in operation,1 s
IDB GR HYD PUMP 2 PBUS.Recv.StatusWord,Word,%DB504.DBW20,Status Word,Cyclic in operation,1 s
IDB ST HYD PUMP 1 PBUS.Status.Load,Real,%DB500.DBD42,Drive Load in Percentage (%),Cyclic in operation,1 s
IDB CP3 GRATE HYD PMP 1.Status.StatusWord,Int,%DB115.DBW22,Motor Status Word,Cyclic in operation,1 s
DB PROCESS VALUES.ANALOGUE.INSTRUMENTS.CP13R4_1TT11,Real,%DB42.DBD180,CP13 RACK 4 SECONDARY AIR TEMPERATURE (4..20mA = 0 to 400ºC),Cyclic in operation,1 s
DB SETPOINTS.PID.ID_FAN.RAMP_RATE,Real,%DB40.DBD1264,RAMP TO SETPOINT RATE,Cyclic in operation,1 s
IDB GR HYD PUMP 2 PBUS.Status.ErrorCode,Int,%DB504.DBW46,Last Trip Code,Cyclic in operation,1 s
DB CP12 TURBINE.BLOCK2.V_WIND_TEMP,DInt,%DB400.DBD72,WINDING TEMPERATURE V DEG C (x100),Cyclic in operation,1 s
SootB_Popup,Bool,<No Value>,<No Value>,Cyclic in operation,1 s
DB SEND/RECV COOLER 1.RECV.GENERAL.FANS_STATUS,Int,%DB161.DBW4,COOLER FANS STATUS,Cyclic in operation,1 s
DB SETPOINTS.SETPOINT.WOOD_FEED.STK_2_PID_FAN_SPD_2,Real,%DB40.DBD140,STOKER PID AIR FAN SPEED POINT 2,Cyclic in operation,1 s
DB PROCESS VALUES.PID.RECIRC_FAN.PID_ACTV,Bool,%DB42.DBX1650.1,PID CONTROLLER ACTIVE,Cyclic in operation,1 s
Trend_Scale_Popup,Bool,<No Value>,<No Value>,Cyclic in operation,1 s
DB SETPOINTS.TIMERS.WOOD_FEED.STK_1_TRAV_MAX_TIMEOUT,Int,%DB40.DBW882,STOKER 1 TRAVERSE MAXIMUM TIMEOUT TIME (SEC),Cyclic in operation,1 s
DB LV GRID POWER METER.M4_PAC3200.I3,Real,%DB200.DBD32,CURRENT PHASE 3 (AMPS),Cyclic in operation,1 s
1PT012_Popup,Bool,<No Value>,<No Value>,Cyclic in operation,1 s
DB PROCESS VALUES.ANALOGUE.INSTRUMENTS.CP19_3EM01,Real,%DB42.DBD368,CP19 FLUE GAS OXYGEN LEVEL (4..20mA - 0.5-20.9%) (O2),Cyclic in operation,1 s
DB SEND/RECV COOLER 2.RECV.GENERAL.WATCHDOG,Bool,%DB162.DBX0.0,<No Value>,Cyclic in operation,1 s
DB LV GEN POWER METER.M5_PAC3200.V2_V3,Real,%DB201.DBD16,VOLTS PHASE 2 TO PHASE 3 (VOLTS),Cyclic in operation,1 s
IDB CP3 STOKER HYD PMP 1.Rem_Cmds.RunFwd,Bool,%DB112.DBX18.1,0 = Stop / 1 = Run Forward,Cyclic in operation,1 s
DB MISCELLANEOUS.BITS.SOOTBLOWERS.CP8_SOOTB_3_INSERV,Bool,%DB1.DBX21.2,CP8 SOOTBLOWER 3 IN SERVICE,Cyclic in operation,1 s
3MTR07_Popup,Bool,<No Value>,<No Value>,Cyclic in operation,1 s
DB ALARM SETPOINTS.CP18_1TT09.HI,Real,%DB41.DBD2500,HIGH ALARM SETPOINT,Cyclic in operation,1 s
DB SEND/RECV COOLER 2.RECV.GENERAL.PUMP_STATUS,Int,%DB162.DBW2,COOLER PUMP STATUS,Cyclic in operation,1 s
DB LV GRID POWER METER.KVA3,Real,%DB200.DBD124,APPARANT POWER PHASE 3 (KVA),Cyclic in operation,1 s
DB SETPOINTS.PID.FEED_WTR_TANK_TEMP_CTRL.INTEGRAL,Int,%DB40.DBW1738,I TERM (TI),Cyclic in operation,1 s
DB SETPOINTS.SETPOINT.BICARB_FEED.SO2_START_FEED,Real,%DB40.DBD804,SO2 SETPOINT TO START BICARB FEEDING,Cyclic in operation,1 s
DB MISCELLANEOUS.BITS.BURNER.BRN_TEMP_1TT03_IN_USE,Bool,%DB1.DBX36.6,RESIDANCE CHAMBER TEMPERATURE PROBE 1TT03 VALUE IN USE,Cyclic in operation,1 s
DB ALARMS TO SCADA.ANALOGUE.OPN_SHT.WORD4,Int,%DB12.DBW14,OPEN/SHORT CIRCUIT ALARMS - WORD 4,Continuous,1 s
IDB CP13 BS AGITATOR.Rem_Cmds.RunFwd,Bool,%DB139.DBX18.1,0 = Stop / 1 = Run Forward,Cyclic in operation,1 s
DB SETPOINTS.SETPOINT.WOOD_FEED.STK_2_LOW_SPD,Real,%DB40.DBD348,MIDDLE STOKER LOW SPEED WHEN 1PS03 ACTIVE,Cyclic in operation,1 s
DB ALARMS TO SCADA.ANALOGUE.OPN_SHT.WORD2,Int,%DB12.DBW10,OPEN/SHORT CIRCUIT ALARMS - WORD 2,Continuous,1 s
IDB CP3 DISTRIB SCREW.Status.Running,Bool,%DB110.DBX20.7,Motor Running,Cyclic in operation,1 s
IDB PLC.Profibus.Nodes.Node_6,Bool,%DB2.DBX294.5,Profibus Node,Cyclic in operation,1 s
DB ALARMS.ESTOPS.WORD2.CP19_2PSZ02,Bool,%DB11.DBX80.6,BOILER PANEL CP19 HI STEAM DRUM PRESSURE TRIP,Cyclic in operation,1 s
DB ALARMS.ANALOGUE.OPN_SHT.WORD4.CP17_8PT01,Bool,%DB11.DBX14.4,CP17 PLANT WATER PRESSURE TRANSDUCER (4-20mA = xx Bar),Cyclic in operation,1 s
DB SETPOINTS.SETPOINT.WOOD_FEED.STK_2_PID_FAN_SPD_3,Real,%DB40.DBD144,STOKER PID AIR FAN SPEED POINT 3,Cyclic in operation,1 s
IDB CP7 HP DOSING PUMP.Rem_Cmds.RemoteCtrl,Bool,%DB184.DBX18.0,0 = Local Control / 1 = Remote Control,Cyclic in operation,1 s
DB ALARMS.ANALOGUE.OPN_SHT.WORD2.CP7_7TT06,Bool,%DB11.DBX10.4,CP7 COOLING CIRCULATION WATER RETURN TEMPERATURE,Cyclic in operation,1 s
CP2 PS 1SW02 FLT,Bool,%M58.6,CP2 SCRAPER CHAIN CONVEYOR TENSIONER No 2 FAULT,Cyclic in operation,1 s
DB SETPOINTS.PID.COOLERS.SP,Real,%DB40.DBD2042,INTERNAL SETPOINT,Cyclic in operation,1 s
DB SETPOINTS.SETPOINT.WOOD_FEED.STK_1_SPD_FACTOR,Real,%DB40.DBD124,STOKER SPEED FACTOR,Cyclic in operation,1 s
DB ALARM SETPOINTS.CP17_8LT01.HIHI,Real,%DB41.DBD1600,HIGH HIGH ALARM SETPOINT,Cyclic in operation,1 s
DB SETPOINTS.PID.RECIRC_FAN.OP_MIN,Real,%DB40.DBD1330,OUTPUT MIN VALUE (LMN_LLM),Cyclic in operation,1 s
IDB PLC.Profibus.Nodes.Node_36,Bool,%DB2.DBX298.3,Profibus Node,Cyclic in operation,1 s
DB SEND/RECV COOLER 6.SEND.ALARM_SETPOINTS.CIRC_WATER_TEMP_HYST,Real,%DB166.DBD198,CIRCULATION WATER OUTLET TEMPERATURE ALARM HYSTERESIS,Cyclic in operation,1 s
DB SEND/RECV COOLER 6.SEND.GENERAL.REMOTE_RUN,Bool,%DB166.DBX70.7,0 = STOP / 1 = RUN,Cyclic in operation,1 s
STRT 1MTR02,Timer,%T55,CP2 LEVELLING SCREW START DELAY TIMER,Cyclic in operation,1 s
DB ALARM SETPOINTS.CP13R4_3TI01c.HIHI,Real,%DB41.DBD1120,HIGH HIGH ALARM SETPOINT,Cyclic in operation,1 s
DB ALARMS TO SCADA.COOLERS.COOLER3.WORD1,Int,%DB12.DBW138,COOLER 3 ALARMS - WORD 1,Continuous,1 s
DB SETPOINTS.TIMERS.SOOTBLOWERS.BOILER_1_NB_1,Int,%DB40.DBW1016,BOILER SOOTBLOWER 1 NUMBER 1,Cyclic in operation,1 s
DB ALARM SETPOINTS.CP19_2TT07.HYST,Real,%DB41.DBD3280,ALARM HISTERESYS,Cyclic in operation,1 s
PRIM FAN OK AUTOSTART,Bool,%M134.0,PRIMARY FAN READY / AVAILABLE FOR SYSTEM AUTO START,Cyclic in operation,1 s
DB ALARM SETPOINTS.CP18_1PT01.HYST,Real,%DB41.DBD2448,ALARM HISTERESYS,Cyclic in operation,1 s
DB LV GEN POWER METER.KVAr3,Real,%DB201.DBD148,REACTIVE POWER PHASE 3 (KVAr),Cyclic in operation,1 s
DB PROCESS VALUES.ANALOGUE.INSTRUMENTS.CP17_2PT06,Real,%DB42.DBD212,CP17 FEEDWATER TANK STEAM BLEED PRESSURE TRANSDUCER (4-20mA = 0-55 Bar),Cyclic in operation,1 s
DB SYSTEM CONTROL.GENERAL.MODE_STATUS.EXEC_OPMODE_5_STAT,Int,%DB30.DBW42,"EXECUTIVE OVERRIDE MODE 5 STATUS (0=NOT SEL, 1=REQ, 2=REQ & ACHIEVED)",Cyclic in operation,1 s
DB ALARMS.PROCESS.WORD1.CP2_LEV_AUG_ROT,Bool,%DB11.DBX104.5,CP2 LEVELLING AUGER ROTATION FAULT,Cyclic in operation,1 s
DB ALARM SETPOINTS.CP13R4_3TI01a.HI,Real,%DB41.DBD996,HIGH ALARM SETPOINT,Cyclic in operation,1 s
DB SYSTEM CONTROL.FILTER.STOP.BITS.ID_FANS,Bool,%DB30.DBX182.3,MAIN FILTER FANS,Cyclic in operation,1 s
DB MISCELLANEOUS.BITS.BURNER.RECIRC_FAN_SENS_IN_USE,Bool,%DB1.DBX38.5,"CP13 RECIRCULATION AIR FAN TEMPERATURE SENSOR IN USE (0 = 1TT01, 1 = 1TT02,3,4)",Cyclic in operation,1 s
DB SYSTEM CONTROL.GENERAL.EQUIP_STATUS.BC_GRATES_ARE_OFF,Bool,%DB30.DBX12.2,COMBUSTION CHAMBER GRATES ARE OFF,Cyclic in operation,1 s
DB SEND/RECV COOLER 6.SEND.GENERAL.START_ADIABATIC,Bool,%DB166.DBX71.0,<No Value>,Cyclic in operation,1 s
1GR01_Popup,Bool,<No Value>,<No Value>,Cyclic in operation,1 s
DB SEND/RECV COOLER 1.RECV.PROCESS_VALUES.COOL_FAN_ACT_SPD,Real,%DB161.DBD26,COOLING FANS ACTUAL SPEED,Cyclic in operation,1 s
DB LV GRID POWER METER.M4_PAC3200.HZ,Real,%DB200.DBD84,FREQUENCY (HZ),Cyclic in operation,1 s
DB MISCELLANEOUS.INTEGERS.FILTER.FILT2_PULSE_CTRL_STAT,Int,%DB1.DBW224,FILTER 2 PULSE CONTROLLER STATUS,Cyclic in operation,1 s
DB ALARM SETPOINTS.CP17_4PLT03.HYST,Real,%DB41.DBD2000,ALARM HISTERESYS,Cyclic in operation,1 s
DB ALARM SETPOINTS.CP7_7PLT07.HYST,Real,%DB41.DBD688,ALARM HISTERESYS,Cyclic in operation,1 s
DB ALARM SETPOINTS.CP7_7TT07.HIHI,Real,%DB41.DBD608,HIGH HIGH ALARM SETPOINT,Cyclic in operation,1 s
DB ALARMS TO SCADA.ANALOGUE.HIHI.WORD5,Int,%DB12.DBW30,HIGH HIGH ALARMS - WORD 5,Continuous,1 s
IDB ST HYD PUMP 3 PBUS.Recv.StatusWord,Word,%DB502.DBW20,Status Word,Cyclic in operation,1 s
DB ALARM SETPOINTS.CP18_1TT06.HIHI,Real,%DB41.DBD2208,HIGH HIGH ALARM SETPOINT,Cyclic in operation,1 s
ID FAN SOOTH MD,Bool,%M106.2,ID FANS IN SOOTHING MODE,Cyclic in operation,1 s
DB ALARMS TO SCADA.COOLERS.COOLER1.WORD1,Int,%DB12.DBW130,COOLER 1 ALARMS - WORD 1,Continuous,1 s
DB PROCESS VALUES.ANALOGUE.INSTRUMENTS.CP19_2TT05,Real,%DB42.DBD392,CP19 SOOTBLOWER STEAM DRAIN TEMPERATURE (TC) (0-450 ºC),Cyclic in operation,1 s
11RMC6F_Popup,Bool,<No Value>,<No Value>,Cyclic in operation,1 s
IDB CP12 TURBINE COOL DP.Status,Int,%DB537.DBW2,Motor Status,Cyclic in operation,1 s
DB SETPOINTS.PID.FEED_WTR_TANK_TEMP_CTRL.MAN_AUTO,Bool,%DB40.DBX1756.0,PID MANUAL/AUTO MODE (1=MANUAL) (MAN_ON),Cyclic in operation,1 s
DB PROCESS VALUES.ANALOGUE.INSTRUMENTS.CP17_8PT01,Real,%DB42.DBD208,CP17 PLANT WATER PRESSURE TRANSDUCER (4-20mA = 0-10 Bar),Cyclic in operation,1 s
DB SEND/RECV COOLER 3.SEND.GENERAL.REMOTE_AUTO,Bool,%DB163.DBX70.6,0 = REMOTE MANUAL / 1 = REMOTE AUTO,Cyclic in operation,1 s
IDB PLC.Profibus.Nodes.Node_12,Bool,%DB2.DBX295.3,Profibus Node,Cyclic in operation,1 s
DB SCADA DATA.BIT_DATA.BURNER.CP18_K95,Bool,%DB45.DBX14.0,CP18 MOVING GRATE 1 FORWARD SOLENOID 1CV16 (UPPER LEFT),Cyclic in operation,1 s
DB PROCESS VALUES.PID.FEED_WTR_TANK_TEMP_CTRL.OUTPUT,Real,%DB42.DBD1938,OUTPUT VALUE,Cyclic in operation,1 s
STOP ID FANS,Timer,%T103,MAIN FILTER FANS STOP DELAY TIMER,Cyclic in operation,1 s
DB SYSTEM CONTROL.GENERAL.EQUIP_STATUS.STOKERS_ON,Bool,%DB30.DBX12.4,STOKERS ARE RUNNING (PURGING),Cyclic in operation,1 s
DB SETPOINTS.PID.BOILER_FEED_WATER_VLV.GAIN,Real,%DB40.DBD1228,P TERM (GAIN),Cyclic in operation,1 s
DB MISCELLANEOUS.BITS.WOOD_FEED.STK_1_PID_MTHD_3_SEL,Bool,%DB1.DBX7.3,STOKER 1 PID CONTROLLER METHOD 3 SELECTED,Cyclic in operation,1 s
IDB FEED PUMP 1 PBUS.Status.Load,Real,%DB508.DBD42,Drive Load in Percentage (%),Cyclic in operation,1 s
DB SEND/RECV COOLER 2.SEND.GENERAL.START_ADIABATIC,Bool,%DB162.DBX71.0,<No Value>,Cyclic in operation,1 s
DB SCADA DATA.BIT_DATA.SOOTBLOWERS.CP8_2MTR07_FWD,Bool,%DB45.DBX13.0,CP8 ECONOMISER SOOTBLOWER 3 MOTOR RUN FORWARD,Cyclic in operation,1 s
DB SYSTEM CONTROL.GENERAL.EQUIP_STATUS.SECON_FAN_IS_OFF,Bool,%DB30.DBX12.7,SECONDARY AIR FAN IS OFF,Cyclic in operation,1 s
DB PROCESS VALUES.PID.ID_FAN.CURR_SP,Real,%DB42.DBD1622,CURRENT RAMP SETPOINT,Cyclic in operation,1 s
